symbol,net_profitability_results_error_message,simulation_results_error_message,simulation_results_decision_outcome
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ROCK/USDT,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
GM/USDT,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VIBE/USDT,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
GM/USDT,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
S/USDT,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOBO/USDT,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
S/USDT,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
S/USDT,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VIBE/USDT,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
GM/USDT,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
S/USDT,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOBO/USDT,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOBO/USDT,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIRO/USDT,V2: NEIRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
AI/USDT,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: AI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
GM/USDT,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ROCK/USDT,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOBO/USDT,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VIBE/USDT,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ROCK/USDT,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
$TURBO/USDT,V2: $TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: $TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MEMEBRC/USDT,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MEMEBRC/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
MUMU/USDT,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: MUMU/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
ROCK/USDT,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: ROCK/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
LAND/USDT,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: LAND/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIROETH/USDT,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIROETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VOLT/USDT,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VOLT/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BULL/USDT,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BULL/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
VIBE/USDT,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: VIBE/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
GM/USDT,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: GM/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
S/USDT,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: S/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NOVA/USDT,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NOVA/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
NEIRO/USDT,V2: NEIRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: NEIRO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
$TURBO/USDT,V2: $TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: $TURBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
KAI/USDT,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: KAI/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BETH/USDT,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BETH/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
DEGEN/USDT,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: DEGEN/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
BOBO/USDT,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,V2: BOBO/USDT | Abortado: No se pudo cargar config de Balance para binance.,ERROR_PROCESAMIENTO_V2
